Instrument,expiration,strike_price,type,volume,open_interest,rho,theta,vega,gamma,net_delta,delta,last_price,bid_iv,bid_price,market_price,ask_price,ask_iv,underlying_price,tau,days,payoff
BTC,27-Dec-24,43000,P,,68.1,70.97883,14.8688,111.13688,0.00001,,0.12827,0.0435,61.37,0.039,0.0399,0.041,62.56,62836,0.635616438,232,0
BTC,27-Dec-24,44000,C,,7.8,202.01884,15.63686,116.9831,0.00001,,0.86181,0.397,60.84,0.3815,0.3833,0.3855,63.11,62836,0.635616438,232,18836
BTC,27-Dec-24,44000,P,,37,76.82446,15.63686,116.9831,0.00001,,0.13819,0.047,61.38,0.043,0.0438,0.045,62.52,62836,0.635616438,232,0
BTC,27-Dec-24,45000,C,,157.6,202.34303,16.38118,122.7187,0.00001,,0.85167,0.3415,60.75,0.3705,0.3723,0.3745,62.92,62836,0.635616438,232,17836
BTC,27-Dec-24,45000,P,,392.5,82.83762,16.38118,122.7187,0.00001,,0.14833,0.05,61.26,0.047,0.0479,0.049,62.35,62836,0.635616438,232,0
BTC,27-Dec-24,46000,C,,12.6,202.32682,17.14492,128.44786,0.00001,,0.84109,0.3245,60.82,0.36,0.3618,0.364,62.89,62836,0.635616438,232,16836
BTC,27-Dec-24,46000,P,,99.8,89.19118,17.14492,128.44786,0.00001,,0.15891,0.0555,61.04,0.051,0.0524,0.054,62.59,62836,0.635616438,232,0
BTC,27-Dec-24,47000,C,,17.9,202.14902,17.88248,134.0317,0.00001,,0.83031,0.311,60.51,0.349,0.3514,0.3535,62.75,62836,0.635616438,232,15836
BTC,27-Dec-24,47000,P,,14.9,95.70632,17.88248,134.0317,0.00001,,0.16969,0.061,60.96,0.0555,0.057,0.058,62.21,62836,0.635616438,232,0
BTC,27-Dec-24,48000,C,,24.2,201.73582,18.61259,139.50401,0.00001,,0.81926,0.3275,60.83,0.3395,0.3414,0.3435,62.74,62836,0.635616438,232,14836
BTC,27-Dec-24,48000,P,,36,102.45687,18.61259,139.50401,0.00001,,0.18074,0.101,61.02,0.0605,0.062,0.063,62.22,62836,0.635616438,232,0
BTC,27-Dec-24,49000,C,,8.6,201.14043,19.32213,144.82206,0.00001,,0.80801,0.401,60.79,0.3295,0.3315,0.3335,62.63,62836,0.635616438,232,13836
BTC,27-Dec-24,49000,P,,27.1,109.38961,19.32213,144.82206,0.00001,,0.19199,0.07,60.97,0.0655,0.0671,0.0675,61.89,62836,0.635616438,232,0
BTC,27-Dec-24,50000,C,,130.9,200.37191,20.00935,149.97289,0.00001,,0.79658,0.286,60.65,0.3195,0.3219,0.3235,62.43,62836,0.635616438,232,12836
BTC,27-Dec-24,50000,P,5,249.3,116.49548,20.00935,149.97289,0.00001,,0.20342,0.0735,61.04,0.071,0.0725,0.073,61.93,62836,0.635616438,232,0
BTC,27-Dec-24,51000,C,,15,199.43932,20.67273,154.94505,0.00001,,0.78499,0.305,60.63,0.31,0.3125,0.314,62.35,62836,0.635616438,232,11836
BTC,27-Dec-24,51000,P,,24.7,123.76542,20.67273,154.94505,0.00001,,0.21501,0.081,61,0.0765,0.0782,0.079,62.08,62836,0.635616438,232,0
BTC,27-Dec-24,52000,C,,25.5,198.35172,21.31095,159.72858,0.00001,,0.77326,0.4045,60.73,0.301,0.3034,0.305,62.4,62836,0.635616438,232,10836
BTC,27-Dec-24,52000,P,0.1,24.5,131.19037,21.31095,159.72858,0.00001,,0.22674,0.0825,60.87,0.082,0.084,0.0845,61.92,62836,0.635616438,232,0
BTC,27-Dec-24,53000,C,,25.4,197.11811,21.92286,164.31493,0.00001,,0.76142,0.308,60.72,0.292,0.2945,0.296,62.35,62836,0.635616438,232,9836
BTC,27-Dec-24,53000,P,1.1,50.6,138.76133,21.92286,164.31493,0.00001,,0.23858,0.093,60.86,0.088,0.0901,0.091,62.08,62836,0.635616438,232,0
BTC,27-Dec-24,54000,C,,20.9,195.74737,22.5075,168.69692,0.00001,,0.74947,0.2725,60.63,0.283,0.2858,0.2875,62.41,62836,0.635616438,232,8836
BTC,27-Dec-24,54000,P,,58.8,146.46941,22.5075,168.69692,0.00001,,0.25053,0.0935,60.96,0.0945,0.0964,0.097,61.94,62836,0.635616438,232,0
BTC,27-Dec-24,55000,C,,532.6,194.24829,23.06409,172.86864,0.00001,,0.73744,0.294,60.65,0.2745,0.2773,0.279,62.38,62836,0.635616438,232,7836
BTC,27-Dec-24,55000,P,370,347.5,154.30584,23.06409,172.86864,0.00001,,0.26256,0.1136,60.96,0.101,0.103,0.104,62.12,62836,0.635616438,232,0
BTC,27-Dec-24,56000,C,,20.4,192.62963,23.59196,176.82543,0.00001,,0.72535,0.2375,60.77,0.2665,0.269,0.271,62.46,62836,0.635616438,232,6836
BTC,27-Dec-24,56000,P,,86.2,162.26185,23.59196,176.82543,0.00001,,0.27465,0.1185,61.07,0.108,0.1097,0.111,62.2,62836,0.635616438,232,0
BTC,27-Dec-24,57000,C,,111.5,190.89944,24.09073,180.56382,0.00001,,0.71321,0.2375,60.8,0.2585,0.261,0.263,62.46,62836,0.635616438,232,5836
BTC,27-Dec-24,57000,P,,11.9,170.32938,24.09073,180.56382,0.00001,,0.28679,0.1185,61.09,0.115,0.1167,0.118,62.2,62836,0.635616438,232,0
BTC,27-Dec-24,58000,C,,19.4,189.06626,24.55999,184.08137,0.00001,,0.70104,0.2185,60.94,0.251,0.2532,0.255,62.39,62836,0.635616438,232,4836
BTC,27-Dec-24,58000,P,,32,178.49992,24.55999,184.08137,0.00001,,0.29896,0.1795,61.22,0.1225,0.1239,0.1255,62.31,62836,0.635616438,232,0
BTC,27-Dec-24,59000,C,,28.8,187.13819,24.99948,187.37667,0.00001,,0.68886,0.2955,61,0.2435,0.2455,0.2475,62.42,62836,0.635616438,232,3836
BTC,27-Dec-24,59000,P,,54.4,186.76533,24.99948,187.37667,0.00001,,0.31114,0.145,61.27,0.13,0.1313,0.133,62.33,62836,0.635616438,232,0
BTC,27-Dec-24,60000,C,0.1,764.7,185.03566,25.44059,190.44563,0.00001,,0.67668,0.235,60.98,0.236,0.2384,0.2405,62.55,62836,0.635616438,232,2836
BTC,27-Dec-24,60000,P,0.2,227.9,195.20521,25.44059,190.44563,0.00001,,0.32332,0.1485,61.24,0.1375,0.1391,0.141,62.46,62836,0.635616438,232,0
BTC,27-Dec-24,61000,C,0.1,25.7,182.89247,25.841,193.2882,0.00001,,0.66455,0.228,61.06,0.229,0.2313,0.2335,62.61,62836,0.635616438,232,1836
BTC,27-Dec-24,61000,P,0.2,18.3,203.68575,25.841,193.2882,0.00001,,0.33545,0.155,61.31,0.1455,0.1471,0.149,62.52,62836,0.635616438,232,0
BTC,27-Dec-24,62000,C,,51.4,180.72699,26.19412,195.91208,0.00001,,0.65243,0.2415,61.24,0.2225,0.2243,0.2265,62.6,62836,0.635616438,232,836
BTC,27-Dec-24,62000,P,0.2,67.8,212.18857,26.19412,195.91208,0.00001,,0.34757,0.155,61.32,0.1535,0.1551,0.157,62.51,62836,0.635616438,232,0
BTC,27-Dec-24,63000,C,0.2,40.1,178.41192,26.55578,198.30299,0.00001,,0.64043,0.2165,61.35,0.216,0.2178,0.22,62.7,62836,0.635616438,232,0
BTC,27-Dec-24,63000,P,,113.5,220.84099,26.55578,198.30299,0.00001,,0.35957,0.171,59.91,0.1575,0.1636,0.1655,62.6,62836,0.635616438,232,164
BTC,27-Dec-24,65000,C,,806.4,173.60912,27.2182,202.41812,0.00001,,0.61678,0.212,61.54,0.2035,0.2055,0.207,62.69,62836,0.635616438,232,0
BTC,27-Dec-24,65000,P,,82.8,238.31849,27.2182,202.41812,0.00001,,0.38322,0.186,59.47,0.173,0.1813,0.183,62.75,62836,0.635616438,232,2164
BTC,27-Dec-24,70000,C,11.6,1426.6,161.3557,28.26265,209.21257,0.00001,,0.55923,0.175,61.86,0.175,0.177,0.1785,62.98,62836,0.635616438,232,0
BTC,27-Dec-24,70000,P,,106.3,282.25864,28.26265,209.21257,0.00001,,0.44077,0.244,60.15,0.2205,0.2279,0.23,63.17,62836,0.635616438,232,7164
BTC,27-Dec-24,75000,C,5.2,1097.9,148.79013,28.7227,211.53081,0.00001,,0.50512,0.1525,62.3,0.151,0.1527,0.154,63.24,62836,0.635616438,232,0
BTC,27-Dec-24,75000,P,,415.4,326.51096,28.7227,211.53081,0.00001,,0.49488,0.2746,,,0.2786,0.2805,63.42,62836,0.635616438,232,12164
BTC,27-Dec-24,80000,C,207.1,941.9,136.41064,28.70365,210.20747,0.00001,,0.45511,0.1325,62.71,0.1305,0.132,0.133,63.5,62836,0.635616438,232,0
BTC,27-Dec-24,80000,P,0.1,65.8,370.57718,28.70365,210.20747,0.00001,,0.54489,0.33,49.06,0.289,0.333,0.3365,64.29,62836,0.635616438,232,17164
BTC,27-Dec-24,85000,C,170,509.1,124.55204,28.30686,206.07556,0.00001,,0.40945,0.1065,63.09,0.113,0.1144,0.1155,63.9,62836,0.635616438,232,0
BTC,27-Dec-24,85000,P,,16.4,414.12252,28.30686,206.07556,0.00001,,0.59055,0.3745,,0.2525,0.3905,0.3965,65.49,62836,0.635616438,232,22164
BTC,27-Dec-24,90000,C,11.5,1018.9,113.43136,27.63642,199.90433,0.00001,,0.36825,0.096,63.44,0.098,0.0995,0.1005,64.28,62836,0.635616438,232,0
BTC,27-Dec-24,90000,P,,27.7,456.92994,27.63642,199.90433,0.00001,,0.63175,0.5965,61.39,0.443,0.4507,0.456,65.73,62836,0.635616438,232,27164
BTC,27-Dec-24,95000,C,19.4,387.4,103.1684,26.77758,192.35737,0.00001,,0.33138,0.088,63.89,0.0855,0.087,0.088,64.75,62836,0.635616438,232,0
BTC,27-Dec-24,95000,P,,15.9,498.87964,26.77758,192.35737,0.00001,,0.66862,0.418,61.19,0.504,0.5132,0.519,66.41,62836,0.635616438,232,32164
BTC,27-Dec-24,100000,C,14.4,3021.4,93.7805,25.78471,183.9387,0.00001,,0.29845,0.074,64.38,0.075,0.0763,0.0775,65.29,62836,0.635616438,232,0
BTC,27-Dec-24,100000,P,,15.5,539.95428,25.78471,183.9387,0.00001,,0.70155,0.734,61.9,0.5695,0.5775,0.5835,66.99,62836,0.635616438,232,37164
BTC,27-Dec-24,105000,C,1,140.8,85.33582,24.75029,175.16583,0.00001,,0.26949,0.0645,64.86,0.066,0.0673,0.0685,65.81,62836,0.635616438,232,0
BTC,27-Dec-24,105000,P,,0.9,580.0857,24.75029,175.16583,0.00001,,0.73051,0.447,,,0.6437,0.65,67.75,62836,0.635616438,232,42164
BTC,27-Dec-24,110000,C,,537.1,77.69945,23.66633,166.22217,0.00001,,0.2437,0.063,65.41,0.0585,0.0596,0.0605,66.21,62836,0.635616438,232,0
BTC,27-Dec-24,110000,P,,2.1,619.40881,23.66633,166.22217,0.00001,,0.7563,0.661,,,0.711,,,62836,0.635616438,232,47164
BTC,27-Dec-24,115000,C,,96.8,70.95562,22.63084,157.5508,0.00001,,0.22132,0.06,65.93,0.052,0.0532,0.054,66.77,62836,0.635616438,232,0
BTC,27-Dec-24,115000,P,,,657.83937,22.63084,157.5508,0.00001,,0.77868,1.514,,,0.7797,,,62836,0.635616438,232,52164
BTC,27-Dec-24,120000,C,1,585,64.91461,21.60662,149.12276,0.00001,,0.2015,0.0455,66.48,0.0465,0.0477,0.0485,67.38,62836,0.635616438,232,0
BTC,27-Dec-24,120000,P,,5.8,695.56713,21.60662,149.12276,0.00001,,0.7985,0.8455,,,0.8492,,,62836,0.635616438,232,57164
BTC,27-Dec-24,125000,C,,120.6,59.50082,20.60577,141.02026,0.00001,,0.1839,0.0415,66.91,0.0415,0.0429,0.044,68.09,62836,0.635616438,232,0
BTC,27-Dec-24,125000,P,,6.2,732.66765,20.60577,141.02026,0.00001,,0.8161,0.7802,,,0.9195,,,62836,0.635616438,232,62164
BTC,27-Dec-24,130000,C,0.2,251.1,54.6636,19.6456,133.32833,0.00001,,0.16831,0.0355,67.76,0.038,0.0388,0.0395,68.51,62836,0.635616438,232,0
BTC,27-Dec-24,130000,P,,15.5,769.19161,19.6456,133.32833,0.00001,,0.83169,1.203,,,0.9904,,,62836,0.635616438,232,67164
BTC,27-Dec-24,135000,C,,64.9,50.14467,18.63908,125.69286,0.00001,,0.15377,0.0335,67.81,0.0335,0.035,0.036,69.14,62836,0.635616438,232,0
BTC,27-Dec-24,135000,P,,17.4,805.39728,18.63908,125.69286,0.00001,,0.84623,0.8795,,,1.0617,,,62836,0.635616438,232,72164
BTC,27-Dec-24,140000,C,2,264.4,46.42557,17.84502,119.18116,0.00001,,0.14202,0.0305,68.68,0.031,0.032,0.033,69.8,62836,0.635616438,232,0
BTC,27-Dec-24,140000,P,,1.2,840.80312,17.84502,119.18116,0.00001,,0.85798,1.361,63.99,1.125,1.1338,1.1455,75.36,62836,0.635616438,232,77164
BTC,27-Dec-24,150000,C,,565.9,39.60067,16.1411,106.34942,0.00001,,0.12044,0.03,69.5,0.0255,0.0266,0.0275,70.76,62836,0.635616438,232,0
BTC,27-Dec-24,150000,P,,2.2,911.0015,16.1411,106.34942,0.00001,,0.87956,1.26,63.21,1.2685,1.2785,1.2905,77.07,62836,0.635616438,232,87164
BTC,27-Dec-24,160000,C,,311.3,34.00984,14.60695,95.03563,,,0.10292,0.023,70.14,0.021,0.0224,0.0235,71.9,62836,0.635616438,232,0
BTC,27-Dec-24,160000,P,,2.9,979.96581,14.60695,95.03563,,,0.89708,1.4,63.13,1.4145,1.4244,1.4365,78.7,62836,0.635616438,232,97164
BTC,27-Dec-24,180000,C,0.1,288,26.06253,12.27747,77.64409,,,0.07841,0.017,72.13,0.0155,0.0167,0.0175,73.86,62836,0.635616438,232,0
BTC,27-Dec-24,180000,P,,14.1,1114.66007,12.27747,77.64409,,,0.92159,2.014,,,1.7189,,,62836,0.635616438,232,117164
BTC,27-Dec-24,200000,C,,479.6,20.47226,10.41147,64.24861,,,0.06132,0.0135,74.1,0.012,0.0128,0.014,76.16,62836,0.635616438,232,0
BTC,27-Dec-24,200000,P,,17.8,1246.9973,10.41147,64.24861,,,0.93868,2.3475,,,2.0153,,,62836,0.635616438,232,137164
BTC,27-Dec-24,240000,C,,369.1,13.85889,7.97731,46.94473,,,0.04135,0.0095,77.11,0.0075,0.0085,0.0095,79.96,62836,0.635616438,232,0
BTC,27-Dec-24,240000,P,,7.6,1507.10458,7.97731,46.94473,,,0.95865,2.658,,,2.6115,,,62836,0.635616438,232,177164
BTC,27-Dec-24,300000,C,,308.4,8.61999,5.67357,31.64774,,,0.02563,0.006,81.13,0.0044,0.0052,0.006,84.52,62836,0.635616438,232,0
BTC,27-Dec-24,300000,P,,1.4,1892.58435,5.67357,31.64774,,,0.97437,3.093,,,3.509,,,62836,0.635616438,232,237164
BTC,28-Mar-25,20000,C,,10,163.71312,2.93507,26.06705,,,0.98365,0.74,,,0.7111,,,62836,0.884931507,323,42836
BTC,28-Mar-25,20000,P,,23.1,12.89685,2.93507,26.06705,,,0.01635,0.0046,70.34,0.0043,0.0051,0.0065,75.94,62836,0.884931507,323,0
BTC,28-Mar-25,30000,C,,6.3,224.63395,6.71715,66.32749,,,0.94962,0.645,44.35,0.5615,0.5756,0.5875,76.07,62836,0.884931507,323,32836
BTC,28-Mar-25,30000,P,1.3,124.7,40.281,6.71715,66.32749,,,0.05038,0.018,63.52,0.015,0.0167,0.0185,67.11,62836,0.884931507,323,0
BTC,28-Mar-25,40000,C,,5.5,254.32855,12.55291,126.52464,,,0.88178,0.4335,56.43,0.445,0.4584,0.47,70.03,62836,0.884931507,323,22836
BTC,28-Mar-25,40000,P,0.5,83.3,98.89139,12.55291,126.52464,,,0.11822,0.046,62.65,0.044,0.0464,0.0485,65.07,62836,0.884931507,323,0
BTC,28-Mar-25,50000,C,,8,257.76606,18.18484,183.29293,0.00001,,0.79179,0.3345,59.23,0.35,0.3626,0.374,68.15,62836,0.884931507,323,12836
BTC,28-Mar-25,50000,P,0.3,177.9,183.75886,18.18484,183.29293,0.00001,,0.20821,0.0925,62.57,0.094,0.0977,0.1005,64.99,62836,0.884931507,323,0
BTC,28-Mar-25,55000,C,,12.1,253.11785,20.42699,205.89871,0.00001,,0.74346,0.294,39.59,0.25,0.3221,,,62836,0.884931507,323,7836
BTC,28-Mar-25,55000,P,,41.4,232.55957,20.42699,205.89871,0.00001,,0.25654,0.14,62.92,0.1275,0.1306,0.134,65.06,62836,0.884931507,323,0
BTC,28-Mar-25,60000,C,0.4,11.5,245.16129,22.30013,223.95041,0.00001,,0.69483,0.281,20.36,0.1455,0.2867,,,62836,0.884931507,323,2836
BTC,28-Mar-25,60000,P,1.4,54.9,284.66862,22.30013,223.95041,0.00001,,0.30517,0.186,63.05,0.165,0.1688,0.1725,65.32,62836,0.884931507,323,0
BTC,28-Mar-25,65000,C,2.8,66.4,235.3728,23.71292,237.46006,0.00001,,0.64712,0.257,63.58,0.2525,0.2553,0.2595,65.59,62836,0.884931507,323,0
BTC,28-Mar-25,65000,P,1.2,18.3,338.6096,23.71292,237.46006,0.00001,,0.35288,0.218,,,0.2108,,,62836,0.884931507,323,2164
BTC,28-Mar-25,70000,C,0.2,196.9,224.12086,24.79971,246.69435,0.00001,,0.60156,0.218,63.86,0.225,0.2284,0.232,65.79,62836,0.884931507,323,0
BTC,28-Mar-25,70000,P,,17.5,394.01403,24.79971,246.69435,0.00001,,0.39844,0.26,,,0.2575,0.3,76.62,62836,0.884931507,323,7164
BTC,28-Mar-25,75000,C,3.5,23.3,212.4416,25.47958,252.29029,0.00001,,0.55813,0.1965,64.17,0.201,0.2044,0.208,66.06,62836,0.884931507,323,0
BTC,28-Mar-25,75000,P,0.1,22,449.84578,25.47958,252.29029,0.00001,,0.44187,0.31,49.82,0.25,0.307,,,62836,0.884931507,323,12164
BTC,28-Mar-25,80000,C,11.6,133.3,200.57026,25.85328,254.7611,0.00001,,0.51734,0.1785,64.5,0.18,0.1834,0.187,66.37,62836,0.884931507,323,0
BTC,28-Mar-25,80000,P,,21.6,505.86961,25.85328,254.7611,0.00001,,0.48266,0.35,,,0.3595,,,62836,0.884931507,323,17164
BTC,28-Mar-25,85000,C,,262.8,188.81318,25.96443,254.65766,0.00001,,0.47927,0.177,64.81,0.1615,0.1649,0.168,66.55,62836,0.884931507,323,0
BTC,28-Mar-25,85000,P,0.1,36.6,561.77919,25.96443,254.65766,0.00001,,0.52073,0.4115,,,0.4145,,,62836,0.884931507,323,22164
BTC,28-Mar-25,90000,C,,58.5,177.3946,25.88203,252.49854,0.00001,,0.44414,0.1505,65.18,0.1455,0.1488,0.152,66.94,62836,0.884931507,323,0
BTC,28-Mar-25,90000,P,,10.1,617.35026,25.88203,252.49854,0.00001,,0.55586,0.468,,,0.4719,,,62836,0.884931507,323,27164
BTC,28-Mar-25,100000,C,0.1,309.4,156.05919,25.24575,243.74504,0.00001,,0.3819,0.114,65.9,0.119,0.1221,0.125,67.58,62836,0.884931507,323,0
BTC,28-Mar-25,100000,P,,9.4,726.99066,25.24575,243.74504,0.00001,,0.6181,0.548,63.75,0.5815,0.5922,0.605,70.31,62836,0.884931507,323,37164
BTC,28-Mar-25,110000,C,0.2,42.4,137.15652,24.23165,231.41076,0.00001,,0.32974,0.099,66.65,0.0985,0.1014,0.1045,68.41,62836,0.884931507,323,0
BTC,28-Mar-25,110000,P,,0.3,834.19831,24.23165,231.41076,0.00001,,0.67026,0.8125,64.06,0.707,0.7185,0.732,71.4,62836,0.884931507,323,47164
BTC,28-Mar-25,120000,C,16.4,87.4,120.73619,23.01993,217.43945,0.00001,,0.28619,0.0845,67.4,0.0825,0.0852,0.088,69.12,62836,0.884931507,323,0
BTC,28-Mar-25,120000,P,,3.3,938.92363,23.01993,217.43945,0.00001,,0.71381,1.0625,64.13,0.8365,0.8494,0.8625,72.28,62836,0.884931507,323,57164
BTC,28-Mar-25,130000,C,12,60,106.56458,21.71502,202.98351,0.00001,,0.24968,0.076,68.03,0.0695,0.0723,0.075,69.87,62836,0.884931507,323,0
BTC,28-Mar-25,130000,P,,,1041.40022,21.71502,202.98351,0.00001,,0.75032,,64.31,0.97,0.9834,0.9975,73.54,62836,0.884931507,323,67164
BTC,28-Mar-25,140000,C,5,28.3,94.46211,20.42112,188.88812,0.00001,,0.21924,0.056,68.79,0.0595,0.062,0.0645,70.59,62836,0.884931507,323,0
BTC,28-Mar-25,140000,P,,0.2,1141.80768,20.42112,188.88812,0.00001,,0.78076,1.1765,64.94,1.1075,1.1202,1.1355,75,62836,0.884931507,323,77164
BTC,28-Mar-25,150000,C,5,104.1,83.99171,19.13364,175.31715,0.00001,,0.19334,0.048,69.37,0.051,0.0535,0.056,71.31,62836,0.884931507,323,0
BTC,28-Mar-25,150000,P,,0.2,1240.58306,19.13364,175.31715,0.00001,,0.80666,1.1695,65.15,1.246,1.2587,1.2745,76.17,62836,0.884931507,323,87164
BTC,28-Mar-25,160000,C,5.1,27.6,75.07409,17.9341,162.75161,0.00001,,0.17165,0.0415,70.12,0.0445,0.0467,0.049,72,62836,0.884931507,323,0
BTC,28-Mar-25,160000,P,,0.2,1337.80566,17.9341,162.75161,0.00001,,0.82835,1.5,,,1.3989,,,62836,0.884931507,323,97164
BTC,28-Mar-25,180000,C,0.1,33.2,60.5315,15.68797,140.04543,,,0.1368,0.0365,71.21,0.034,0.036,0.038,73.16,62836,0.884931507,323,0
BTC,28-Mar-25,180000,P,,0.2,1528.95823,15.68797,140.04543,,,0.8632,1.7,,,1.6823,,,62836,0.884931507,323,117164
BTC,28-Mar-25,200000,C,0.1,824.6,49.50941,13.74032,120.87236,,,0.11087,0.028,72.16,0.0265,0.0284,0.03,74.14,62836,0.884931507,323,0
BTC,28-Mar-25,200000,P,,12.8,1716.59029,13.74032,120.87236,,,0.88913,2.1195,,,1.9687,,,62836,0.884931507,323,137164
BTC,28-Mar-25,220000,C,,51.8,41.37153,12.19121,105.564,,,0.09207,0.0265,73.33,0.0215,0.0232,0.025,75.59,62836,0.884931507,323,0
BTC,28-Mar-25,220000,P,,22,1901.33814,12.19121,105.564,,,0.90793,2.628,,,2.2575,,,62836,0.884931507,323,157164
BTC,28-Mar-25,250000,C,,19.2,32.48631,10.33197,87.51488,,,0.0718,0.017,74.73,0.016,0.0177,0.0195,77.45,62836,0.884931507,323,0
BTC,28-Mar-25,250000,P,,,2175.13831,10.33197,87.51488,,,0.9282,,,,2.6931,,,62836,0.884931507,323,187164
BTC,28-Mar-25,300000,C,5.1,142.5,23.35386,8.23086,67.29117,,,0.05131,0.012,77.35,0.011,0.0124,0.0135,79.91,62836,0.884931507,323,0
BTC,28-Mar-25,300000,P,,,2625.79569,8.23086,67.29117,,,0.94869,,,,3.4228,,,62836,0.884931507,323,237164
